,longitude,latitude
0,4.8935952,52.373749700000005
1,4.925171,52.36059960000001
2,4.9255604,52.35598900000001
3,4.9186348,52.3567889
4,4.917723299999999,52.357125899999986
5,4.9280958,52.354810400000005
6,4.9269471,52.35425
7,4.9173053,52.34836980000001
8,4.8911767,52.351496100000006
9,4.905884099999999,52.34525210000001
10,4.9061297999999995,52.344565800000005
11,4.890992600000001,52.348120400000006
12,4.905686599999999,52.34571969999999
13,4.904733199999999,52.348235300000006
14,4.9034904,52.35146739999998
15,4.9027669,52.353296
16,4.8937863,52.35328830000001
17,4.892502999999999,52.3531295
18,4.900472399999999,52.37648589999999
19,4.897909599999999,52.37708510000001
20,4.8963754,52.375954400000005
21,4.9289933,52.36315249999999
22,4.9011882,52.37297689999999
23,4.8991163,52.371915
24,4.899888899999999,52.37291210000001
25,4.9001515,52.3732425
26,4.900309599999999,52.3737013
27,4.9017078,52.374071099999995
28,4.894715899999999,52.36669080000001
29,4.895327799999999,52.368020300000005
30,4.9117046,52.37113399999999
31,4.8974337,52.375458300000005
32,4.8889175,52.352654199999996
33,4.945052399999999,52.3113257
34,4.8682145,52.3842205
35,4.8444223,52.3519506
36,4.880268899999999,52.341546300000005
37,4.8545359999999995,52.3424865
38,4.9217468,52.36894879999999
39,4.889062299999999,52.35711059999999
40,4.8865875,52.3780018
41,4.895255,52.37092750000001
42,4.8918487,52.3530404
43,4.892582099999999,52.35313849999999
44,4.893858699999999,52.3540322
45,4.8936554999999995,52.3543439
46,4.889963299999999,52.352787600000006
47,4.8875543,52.35215240000001
48,4.888074499999999,52.352220900000006
49,4.888981399999999,52.35234549999999
50,4.7932592,52.3411396
51,4.8963879,52.3717749
52,4.8919511,52.374299799999996
53,4.9301104,52.383762600000004
54,4.9274741,52.3555711
55,4.9257723,52.35522279999999
56,4.9289667,52.355173
57,4.8915964,52.3318651
58,4.927147,52.356693899999996
59,4.928233099999999,52.36205629999999
60,4.8929585,52.3692555
61,4.85707,52.3512001
62,4.850327000000001,52.350891499999996
63,4.848644299999999,52.351766700000006
64,4.8461606,52.35170749999999
65,4.8276799,52.3584417
66,4.8268358,52.3585173
67,4.8262917,52.3591448
68,4.856948099999999,52.3307698
69,4.9057738,52.3455467
70,4.9118108,52.36620969999999
71,4.9116659,52.36606149999999
72,4.911176000000001,52.3635596
73,4.8924135,52.36764260000001
74,4.9138248,52.39376190000001
75,4.9116177,52.3660271
76,4.944758,52.312738200000005
77,4.883855699999999,52.374863399999995
78,4.8986443,52.3632827
79,4.8987669,52.363005400000006
80,4.8926577,52.3654467
81,4.9003082,52.37353559999999
82,4.8844033,52.363969399999995
83,4.8845382,52.36410360000001
84,4.8891296,52.3698955
85,4.8985572,52.36349070000001
86,4.835454,52.387118599999994
87,4.8483173,52.3786322
88,4.8792088,52.356812600000005
89,4.878781999999999,52.4372401
90,4.878408,52.3579755
91,4.8955024,52.3658484
92,4.901160999999999,52.3753852
93,4.9011363,52.3754456
94,4.822079199999999,52.381599900000005
95,4.886263699999999,52.3775885
96,4.8915885,52.3743286
97,4.8916595,52.37441549999999
98,4.888633,52.3547606
99,4.888504299999999,52.356045
100,4.8886451,52.35703770000001
101,4.8887506,52.357371
102,4.8887434,52.35777800000001
103,4.8888704,52.3584175
104,4.8831414,52.3606764
105,4.8797621,52.3600875
106,4.8742446,52.36228669999999
107,4.883307699999999,52.36218689999999
108,4.8827502,52.3629202
109,4.883154099999999,52.3625079
110,4.8834726,52.3622945
111,4.883100999999999,52.363119999999995
112,4.8759194,52.3622297
113,4.874813999999999,52.3638495
114,4.8710042,52.355853499999995
115,4.8707638,52.355672899999995
116,4.8785872,52.4370987
117,4.8728348,52.3659848
118,4.9068874,52.3574883
119,4.8611642999999995,52.36096200000001
120,4.9107492,52.3909805
121,4.9002791,52.3757889
122,4.8994544,52.3762358
123,4.911710599999999,52.370818199999995
124,4.9016073,52.377979999999994
125,4.8908642,52.380515800000005
126,4.9216625,52.36897179999999
127,4.882324599999999,52.37675519999999
128,4.8730424999999995,52.37434809999999
129,4.826974999999999,52.35316159999999
130,4.827028399999999,52.3540339
131,4.8268513,52.356403500000006
132,4.8465739,52.31140769999999
133,4.847139699999999,52.3109584
134,4.8986226,52.371320999999995
135,4.8526367,52.371250700000004
136,4.854512999999999,52.3510638
137,4.875393399999999,52.31316129999998
138,4.8749428,52.313081000000004
139,4.7860864,52.3430601
140,4.866236699999999,52.3460697
141,4.8668971,52.34603189999999
142,4.8887034,52.3686609
143,4.8961885999999994,52.3645714
144,4.892136599999999,52.37944709999999
145,4.913734599999999,52.42898160000001
146,4.9033085,52.365431599999994
147,4.875379400000001,52.31836119999999
148,4.8397507,52.3498636
149,4.910568099999999,52.363695299999996
150,4.910597599999999,52.3637583
151,4.9004373,52.377503
152,4.826483699999999,52.35587900000001
153,4.934465499999999,52.368636499999994
154,4.9401995,52.3713201
155,4.8852731,52.363605299999996
156,4.810042899999999,52.345322399999986
157,4.8565512,52.35104329999999
158,4.8756927999999995,52.440411700000006
159,4.7947296,52.33744089999999
160,4.786221099999999,52.3426275
161,4.7906376,52.3412264
162,4.817291799999999,52.3261001
163,4.901904,52.3740057
164,4.871060299999999,52.325718099999996
165,4.880677799999999,52.3693392
166,4.8825861999999995,52.3615027
167,4.902213400000001,52.373872199999994
168,4.9022825,52.3738401
169,4.887182,52.41482199999999
170,4.8609154,52.348241299999984
171,4.9178945999999994,52.356866499999995
172,4.826586799999999,52.37415819999999
173,4.9008899,52.375491800000006
174,4.896630200000001,52.3621972
175,4.8855738,52.37789819999999
176,4.9285149,52.360674
177,4.9077158,52.3715795
178,4.9081512,52.37586929999999
179,4.912794899999999,52.36783539999999
180,4.914240599999999,52.3688499
181,4.8937076,52.37153990000001
182,4.8752152,52.372219300000005
183,4.920204999999999,52.38206159999999
184,4.888639699999999,52.36957800000001
185,4.8851835999999995,52.3630587
186,4.9331415,52.3547948
187,4.9377539,52.3553428
188,4.9011141,52.3750398
189,4.9010328,52.3755716
190,4.898278499999999,52.3663295
191,4.8980317,52.3681585
192,4.8734487,52.38124139999999
193,4.8848361,52.38412019999999
194,4.8771881,52.38292510000001
195,4.886448599999999,52.3832461
196,4.8879657,52.382352399999995
197,4.8932944,52.37963609999999
198,4.8931984,52.3796886
199,4.8937259,52.37940450000001
200,4.8914837,52.38031139999999
201,4.8937715,52.3793782
202,4.8913443,52.380348
203,4.8907284,52.3805781
204,4.904308,52.34954030000001
205,5.005410599999999,52.35281379999999
206,4.913405799999999,52.3578023
207,4.9129258,52.35845840000001
208,4.859087499999999,52.364108899999984
209,4.837659,52.38924899999999
210,4.9334141,52.3512241
211,4.9197846,52.35470049999999
212,4.918369299999999,52.356413100000005
213,4.936884599999999,52.3697596
214,4.8995158,52.357703599999994
215,4.896147499999999,52.36533909999999
216,4.8838952,52.364279499999995
217,4.88345,52.3640344
218,4.883528599999999,52.3635772
219,4.893495,52.3694073
220,4.891157299999999,52.3688767
221,4.894302499999999,52.3674539
222,4.893667299999999,52.3548097
223,4.8896402,52.40134880000001
224,4.8749777,52.37184269999999
225,4.8701973999999995,52.3697807
226,4.8911961,52.3574253
227,4.857111799999999,52.3710583
228,4.856793299999999,52.352126399999996
229,4.882996099999999,52.36643889999999
230,4.886022499999999,52.37225899999999
231,4.8763748,52.3654913
232,4.994942499999999,52.35936149999999
233,4.823936599999999,52.381288999999995
234,4.9115789,52.3762931
235,4.913688600000001,52.3572582
236,4.9118522,52.3567746
237,4.9686461,52.3809218
238,4.882774099999999,52.3647013
239,4.859499,52.377471099999994
240,4.8848899999999995,52.363648199999986
241,4.8847921,52.3639322
242,4.8847449,52.363749000000006
243,4.8847235,52.36354839999999
244,4.884540199999999,52.3638816
245,4.884194299999999,52.3643571
246,4.8842525,52.3642942
247,4.884381399999999,52.3642096
248,4.884681499999999,52.3640102
249,4.884143299999999,52.3644198
250,4.8846075,52.3634912
251,4.8842258,52.364083099999995
252,4.883981099999999,52.364485200000004
253,4.8841341,52.36416940000001
254,4.8849795,52.36378539999998
255,4.8848237,52.363334300000005
256,4.8851083,52.363725699999996
257,4.8840332,52.364193799999995
258,4.8849115,52.36339689999999
259,4.9004947,52.36182449999999
260,4.8846914,52.363178399999995
261,4.8850519,52.3628586
262,4.8854166,52.3635176
263,4.8848025,52.36309440000001
264,4.8848499,52.363064099999995
265,4.8844538,52.363605099999994
266,4.8861759,52.36234259999999
267,4.8845121,52.3630261
268,4.8856025999999995,52.3633664
269,4.885264699999999,52.3634013
270,4.8847519,52.36313669999999
271,4.885136799999999,52.3631049
272,4.8848889,52.3639005
273,4.8826496,52.36513990000001
274,4.8853422,52.3636437
275,4.8854331,52.3638952
276,4.885478699999999,52.3637143
277,4.885410399999999,52.36368
278,4.8828626,52.36501819999999
279,4.889591799999999,52.366810799999996
280,4.8895201,52.3668368
281,4.8894283,52.3668692
282,4.897694,52.366149
283,4.853910699999999,52.357981499999994
284,4.9259729,52.36002599999999
285,4.936095399999999,52.3615654
286,4.8893249,52.376797499999995
287,4.9400559,52.377159
288,4.921443499999999,52.37694960000001
289,4.9363092,52.3740065
290,4.9339102,52.3658993
291,4.931395099999999,52.37196749999999
292,4.9415271,52.3765161
293,4.8081004,52.3602051
294,4.882526099999999,52.3757295
295,4.925479799999999,52.359297999999995
296,4.930985,52.3537104
297,4.8824419,52.37107019999999
298,4.8697708,52.3871553
299,4.8808038,52.37981079999999
300,4.881137299999999,52.3736441
301,4.8793053,52.373391000000005
302,4.8814941,52.37468930000001
303,4.940375099999999,52.3635809
304,4.8838974,52.362800699999994
305,4.872761499999999,52.37426119999999
306,4.8733,52.3748
307,4.913584199999999,52.3593177
308,4.8789597,52.38365470000001
309,4.8542756,52.35393150000001
310,4.8004334,52.3580668
311,4.872697,52.339909
312,4.7972765,52.3517069
313,4.7983306,52.3515004
314,4.8640063,52.362435
315,4.859971799999999,52.3597871
316,4.8655535,52.360961800000005
317,4.865472399999999,52.3609457
